Name,Branch,Age,Education,Income_K,Deposit
"Martinez, Lauren",Kent,56,4. College Grad,78.5,7605.1
"Weckmann, Cheyenne",Fairlawn,47,5. Advanced Degree,46,6994.28
"Haile, Doiminique",Kent,29,1. < HS Grad,35.6,3422.34
"Jeselnick, Alexander",Solon,38,4. College Grad,93,12162.71
"Anthony, Brittanie",Solon,54,2. HS Grad,60.8,8143.23
"Pacheco, Sa Lena",Solon,47,4. College Grad,94.3,11867.48
"Portillo Villalobos, Michael",Stow,80,3. Some College,47.6,3862.1
"Garcia, Dakota",Kent,56,5. Advanced Degree,71.5,10348.58
"Ford, Dominique",Kent,24,5. Advanced Degree,61.8,8791.24
"Farias, Morgan",Kent,42,4. College Grad,38,5645.69
"Allarakhia, Ellis",Solon,31,2. HS Grad,27.8,1865.03
"Blakely, Madeleine",Solon,54,2. HS Grad,44.6,5403.21
"Nguyen, Brittany",Akron,54,2. HS Grad,64.7,7970.54
"Hernandez, Alisia",Fairlawn,34,3. Some College,77.2,11064.05
"Copeland, Aquavea",Akron,23,2. HS Grad,29.7,2753.54
"Groff, Hannah",Fairlawn,48,2. HS Grad,55.7,8161.98
"Parker, Courtney",Fairlawn,51,2. HS Grad,28.4,2953.24
"Poitra, Adan",Twinsburg,26,3. Some College,24,4115.5
"Holmes, Tyler",Akron,39,2. HS Grad,178.6,22927.34
"Anderson, Hannah",Fairlawn,46,4. College Grad,84.2,10768.19
"Huynh, Saaya",Fairlawn,51,2. HS Grad,23.8,2300.58
"Satter, Aaron",Akron,76,1. < HS Grad,13.7,3252.63
"Landrum, Elizario",Stow,48,2. HS Grad,30.3,4429.84
"Fields, Daushawnae",Fairlawn,25,2. HS Grad,32.8,4663.04
"Andales, Nhi",Fairlawn,22,2. HS Grad,27,3493.78
"Nguyen, Hannah",Hudson,55,2. HS Grad,65.1,7014.79
"Terrell, Kadijah",Fairlawn,50,4. College Grad,89.5,9901.28
"Nguyen, Samuel",Solon,36,3. Some College,70.4,8393.86
"Ashworth, Cassandra",Fairlawn,58,5. Advanced Degree,128.4,16341.97
"Roper, Alyssa",Twinsburg,43,2. HS Grad,56.8,4726.77
"O'Malley, Tanya",Fairlawn,52,1. < HS Grad,35.1,3719.82
"Candelaria, Otoniel",Fairlawn,31,5. Advanced Degree,67.8,6318.41
"Roybal, Leticia",Twinsburg,47,2. HS Grad,56,6881.36
"Simion, Thieng",Hudson,42,5. Advanced Degree,65.1,6294.77
"Chen, Raja",Hudson,21,2. HS Grad,53.2,4441.77
"Welsh, Brendan",Fairlawn,51,2. HS Grad,42.6,5477.61
"Reifsteck, Luke",Akron,36,2. HS Grad,47.4,5343.53
"Khan, Sina",Solon,40,3. Some College,81.6,8321.57
"Yancy, Matthew",Akron,50,2. HS Grad,34,2572.67
"Cheek, Nicholas",Kent,38,2. HS Grad,39,5521.31
"Piazza, Avani",Kent,54,3. Some College,52.4,4893.4
"Horton, Aspen",Fairlawn,72,2. HS Grad,66.9,9348.93
"Lapointe, Austin",Akron,34,3. Some College,43.4,3604.5
"Rem, Anderson",Twinsburg,35,1. < HS Grad,32.8,4741.62
"Vigil, Tilane",Akron,55,2. HS Grad,29.8,4179.01
"Escamilla-Flores, Lauraesperanza",Stow,34,4. College Grad,60.6,8732.19
"Givens, Kristin",Kent,30,4. College Grad,59.2,6184.86
"Jones, Lindsay",Kent,37,2. HS Grad,66.6,8236.41
"Anderson, Jennifer",Kent,56,3. Some College,189.9,24419.85
"Hughes, Justin",Akron,66,3. Some College,61.8,6867.05
"Karamsetty, Girish",Fairlawn,35,4. College Grad,87.9,9269.2
"Macneill, Zachary",Fairlawn,47,4. College Grad,81.1,7746.66
"Tom, Emilio",Hudson,28,5. Advanced Degree,50.5,4830.83
"Chase, Aaron",Hudson,31,2. HS Grad,52.7,4766.25
"Seamans, Madeline",Akron,53,4. College Grad,62.3,7033.06
"Cooksey, Ashleigh",Akron,52,4. College Grad,82.1,11040.24
"Ruybal, Mikayla",Solon,24,4. College Grad,55.4,7748.37
"Smith, Raymond",Hudson,52,4. College Grad,65.8,9363.08
"Lukens, Maysea",Solon,43,4. College Grad,53,5836.35
"Richardson, Martinealyse",Kent,37,3. Some College,36,3250.87
"Maes, Ander",Stow,51,3. Some College,37.8,2735.56
"Washington, Deztaknee",Fairlawn,38,2. HS Grad,56.6,4847.38
"Salazar, Jeremy",Twinsburg,53,1. < HS Grad,19.3,2230.7
"Lopez, Jerry",Twinsburg,49,4. College Grad,62.9,7571.28
"Infante Landa, Alejandra",Stow,28,5. Advanced Degree,52.4,7782.13
"Morgan, Ruben",Fairlawn,28,2. HS Grad,66.5,7758.01
"Carter, Imani",Akron,54,4. College Grad,71,6699.62
"Richardson, Chakera",Fairlawn,44,1. < HS Grad,59.6,6645.91
"Borrego, Christina",Kent,23,3. Some College,45.9,6583.84
"Hughes, Brittany",Fairlawn,35,1. < HS Grad,59.4,8481.14
"Sirois, Samantha",Akron,33,5. Advanced Degree,65.7,6731.53
"Frye, Hyun Soo",Akron,32,3. Some College,38.7,3518.36
"Mcroy, Jalen",Twinsburg,51,2. HS Grad,42.6,4287.48
"Watson, Chelsey",Twinsburg,29,4. College Grad,79,7979.75
"Gregor, Madison",Fairlawn,52,2. HS Grad,50.6,4723.34
"Bonn, Christopher",Fairlawn,38,5. Advanced Degree,85.4,11560.06
"Falkinburg, Ruby",Akron,43,2. HS Grad,51.6,6670.15
"Neely Johnson, Paul",Akron,38,4. College Grad,71.2,9717.11
"White, Keegen",Kent,35,4. College Grad,96.8,10549.9
"Hernandez, Isaiah",Stow,46,2. HS Grad,97.4,13551.11
"Morris, Lyah",Fairlawn,41,4. College Grad,78,11066.93
"Velasquez, Tori",Kent,22,3. Some College,45.2,5899.17
"Cha, Riley",Solon,62,4. College Grad,57.9,7236.42
"Moonlight, Debra",Stow,33,3. Some College,46,5804.77
"Harris, Blayre",Akron,51,2. HS Grad,16.7,2638.2
"Loeber, Ruby",Akron,26,3. Some College,44.8,4894.29
"Matos, Sergio",Twinsburg,43,3. Some College,73.7,6996.26
"Alemayehu, Myles",Hudson,60,1. < HS Grad,54.6,6332.85
"Nieto, Naomi",Akron,39,1. < HS Grad,33.5,3190.33
"Testerman, Fabian",Akron,63,5. Advanced Degree,42.9,3903.71
"Sowell, Marissa",Hudson,45,4. College Grad,94.4,11417.03
"Earls, Zachary",Hudson,34,4. College Grad,47.9,4397.3
"Massey, Christen",Stow,39,2. HS Grad,48.1,5149.79
"Heffelman, Jesse",Twinsburg,23,4. College Grad,27.7,2960.47
"Hernandez, Enmanuel",Kent,46,3. Some College,55,8005.17
"Albright, Shayna",Fairlawn,42,2. HS Grad,35.8,5519.97
"Lietzan, Kendyl",Akron,45,3. Some College,177.8,26128.52
"Berezay, Dylan",Hudson,29,3. Some College,50.6,7193.61
"Carroll, Sereno",Fairlawn,54,5. Advanced Degree,34.7,4377.17
"Bish, Danielle",Kent,35,4. College Grad,75.3,9812.8
"Hunt, Liukura",Kent,31,5. Advanced Degree,107.6,15506.91
"House, Anissa",Twinsburg,57,4. College Grad,78.1,10185.69
"Duru, Marcus",Fairlawn,24,1. < HS Grad,40.7,5986.26
"Lynn, Rachel",Fairlawn,54,2. HS Grad,59.2,8540.02
"Kimble, Bryce",Hudson,35,3. Some College,40.2,6144.81
"Alfandi, Ryuma",Twinsburg,45,1. < HS Grad,43.2,5418.64
"Mai, Akshay",Kent,50,4. College Grad,55.9,5982.72
"Hurt, Rochanda",Hudson,50,2. HS Grad,54.1,5879.99
"Channell, Matthew",Akron,56,5. Advanced Degree,178.3,26294.06
"Vigil, Eduardo",Kent,40,3. Some College,68.7,8346.5
"Ignacio, Nina",Kent,34,2. HS Grad,37.9,5751.22
"Jefferson, Katie-Lynne",Fairlawn,27,4. College Grad,87,8525.14
"Shea, Cheyenne",Akron,42,3. Some College,42.7,3720.05
"Blythe, Stephen",Akron,25,2. HS Grad,29.5,2516.12
"Sandoval, Carlos",Twinsburg,42,3. Some College,42.8,3988.93
"Mccoy, Ryan",Kent,34,2. HS Grad,34.2,5153.37
"Park, Matthew",Akron,45,3. Some College,76.9,8457.21
"Morser, Casey",Twinsburg,39,1. < HS Grad,46.6,5411.68
"Angster, Denisse",Twinsburg,59,2. HS Grad,26.2,4526.86
"Booker, Kaiana",Fairlawn,37,2. HS Grad,48.4,5877.61
"Wiggins, Khalil",Hudson,35,1. < HS Grad,33.1,3920.34
"Sanchez, Vanessa",Fairlawn,45,2. HS Grad,46.6,5692.41
"Gonzalez, Vincent",Akron,29,2. HS Grad,20.9,2397.17
"Hansen, Jordan",Akron,48,3. Some College,65.7,7006.11
"Mejia, Tristan",Twinsburg,60,2. HS Grad,40.3,3966.67
"Klopsch, Samantha",Kent,31,3. Some College,62.6,7959.45
"Taga, Joei",Fairlawn,35,1. < HS Grad,52.5,7003.1
"Langan, Matthew",Stow,55,3. Some College,63.1,8023.93
"Vue, Rachel",Kent,34,2. HS Grad,26.3,4212.05
"Sargent, Courtney",Fairlawn,42,4. College Grad,91.5,12434.35
"Busick, Nina",Kent,53,3. Some College,82.6,10737.69
"Tafoya, Damian",Akron,51,4. College Grad,65.9,8203.06
"Perez-Gayosso, Diego",Akron,53,3. Some College,46.6,5182.71
"Love, Brandon",Kent,45,4. College Grad,86.8,10259.39
"Craig, Alexander",Kent,42,4. College Grad,106.7,12874.62
"Tang, Keith",Akron,42,1. < HS Grad,27.4,3203.72
"Smoote'-Caesar, Daniel",Akron,62,4. College Grad,36.9,3211.43
"Lopez, Eduardo",Fairlawn,19,2. HS Grad,36.5,3329.34
"Mcgonigal, Chase",Hudson,42,5. Advanced Degree,116.8,15863.47
"Humphries, Guang",Solon,61,2. HS Grad,56.3,5974.86
"Taplin, Jericho",Kent,45,3. Some College,46.1,6575.25
"Anderson, Brendon",Fairlawn,53,3. Some College,86.5,8782.17
"Cooley, Kaylen",Hudson,51,4. College Grad,66.2,6910.46
"Ho, Lara",Fairlawn,50,3. Some College,101.2,11707.08
"Calvin, Willie",Kent,29,5. Advanced Degree,95.5,13403.8
"Vigil, Christopher",Stow,18,2. HS Grad,32.8,3594.82
"Whiteskunk, Alyssa",Akron,46,4. College Grad,82,10804.04
"Deuel, Sarah",Fairlawn,35,3. Some College,51.5,7266.42
"Alarid, Victor",Akron,47,5. Advanced Degree,45.3,5884.17
"Rabung, Desiree",Stow,23,2. HS Grad,27.6,4331.92
"Oseguera, Jamie",Fairlawn,50,4. College Grad,71.3,9474.62
"Alloway, Cassandra",Akron,36,2. HS Grad,65.6,7732.44
"Tufariello, Sara",Hudson,42,4. College Grad,121.2,14607.41
"Tice, Connor",Twinsburg,52,3. Some College,50.5,4613.78
"Pacheco, Istiaq",Akron,47,5. Advanced Degree,60.1,8357.47
"Faudry, Aimee",Hudson,42,4. College Grad,93.7,10741.72
"Barisas, Megan",Fairlawn,51,2. HS Grad,79.5,10226.71
"Holmes, Naomi",Fairlawn,37,5. Advanced Degree,112.5,12527.23
"Mporampora, Kedrick",Kent,18,1. < HS Grad,31,2345.46
"Phommakhoth, Thong",Akron,38,3. Some College,57.5,7896.42
"Towne, Andre",Solon,27,3. Some College,27.3,2673.69
"Gill, Alyssa",Kent,29,5. Advanced Degree,63.8,6330.68
"Binns, Almiranda",Solon,56,4. College Grad,63.9,5791.28
"Marquez, Edward",Fairlawn,42,4. College Grad,59.3,5019.16
"Descheny, Joseph",Kent,36,2. HS Grad,46.5,5570.06
"Garcia, Benjamin",Akron,43,3. Some College,36.1,4650.4
"Cosentino, Valetty",Twinsburg,46,4. College Grad,124.1,15445.88
"Lacy, Daylamae",Kent,24,3. Some College,47.3,4235.12
"Taylor, Alex",Hudson,48,3. Some College,65.8,7823.77
"Kim, Tegan",Hudson,55,5. Advanced Degree,105.9,12216.11
"Fermin, Natanya",Kent,35,2. HS Grad,110.5,13825.86
"Collett, Neha",Fairlawn,21,2. HS Grad,39.5,3704.88
"Miranda, Tilane",Solon,62,4. College Grad,69.5,10010.82
"Canales, Jacob",Fairlawn,47,5. Advanced Degree,195.7,26322.96
"Wu, Gienry",Fairlawn,47,1. < HS Grad,42.7,4313.48
"Edwards, Jesse",Solon,50,5. Advanced Degree,66.9,6521.85
"Rodriguez, Melanie",Akron,37,3. Some College,66.1,5961.28
"Scott, Stephanie",Kent,46,5. Advanced Degree,67.7,9190.47
"Daniels, Alexiss",Kent,37,4. College Grad,74.8,8885.03
"Branch, Anthony",Fairlawn,44,2. HS Grad,55.2,6019.05
"Bierdeman, Micha",Solon,45,2. HS Grad,51.8,4230.71
"Cousar, Nicole",Fairlawn,38,4. College Grad,45,4398.72
"Chavez, Marlene",Twinsburg,48,2. HS Grad,47.6,5488.87
"Garrison, Catherine",Hudson,40,2. HS Grad,66.6,6661.62
"Lemus, Marilyn",Fairlawn,36,4. College Grad,72.7,7598.14
"Muhammad, Kerrian",Akron,44,2. HS Grad,40.3,4816.51
"Laughlin, Rashawnda",Fairlawn,54,5. Advanced Degree,122.5,17356.76
"Vigil, Derek",Kent,47,3. Some College,58.6,7500.06
"Harris, Miesha",Fairlawn,60,3. Some College,200.1,30375.31
"L'Hirondelle, Fidal",Fairlawn,56,2. HS Grad,56.8,8158.36
"Joe, Wyatt",Akron,36,4. College Grad,71.6,6818.56
"Kartchner, Taylor",Fairlawn,51,3. Some College,71.2,9581.23
"Wagner Spikes, Kamron",Kent,42,3. Some College,39.3,3396.46
"Larkin, Kelly",Akron,63,4. College Grad,91.9,10720.29
"Turner, Andrew",Stow,51,2. HS Grad,84.9,9205.48
"Robinson, Elexas",Akron,32,5. Advanced Degree,45.5,4881.2
"Wolfchief, Logan",Hudson,45,4. College Grad,88.3,12597.02
"Brook, Ehren",Akron,40,5. Advanced Degree,45.4,4174.87
"Cochran, Jennifer",Hudson,43,5. Advanced Degree,98.7,12561.56
"John, Ashlee",Fairlawn,57,3. Some College,64.1,7435.15
"Huff, Jay",Twinsburg,33,3. Some College,60.6,8062.27
"Landau, Jonet",Akron,38,2. HS Grad,27.1,4123.5
"Erives, Dania",Fairlawn,37,4. College Grad,66.4,6539.43
"Brinson, Sharya",Akron,53,2. HS Grad,66.3,9414.37
"Brutout, Christopher",Solon,33,4. College Grad,39.6,5864.49
"Lau, Callie",Twinsburg,26,1. < HS Grad,37.1,5644.44
"Lopez, Hugh",Fairlawn,51,3. Some College,72.5,7589.97
"Tafoya, Mario",Akron,37,3. Some College,69,9460.9
"Nieto, Eileen",Akron,48,3. Some College,60.9,5659.45
"Martin, Jaymi",Fairlawn,35,1. < HS Grad,45.3,5276.21
"Ahn, Amy",Fairlawn,30,2. HS Grad,21,3846.62
"Kang, Keng",Akron,51,2. HS Grad,45.9,5087.24
"Conover, Mequila",Akron,61,2. HS Grad,29.5,4382.63
"Conley-Frazier, John",Akron,48,3. Some College,64.2,8859.37
"Hager, Shannon",Fairlawn,19,2. HS Grad,36.7,3826.33
"Giehm, Taiyler",Solon,34,2. HS Grad,72.4,9518.38
"Oh, Serena",Fairlawn,36,1. < HS Grad,35.2,2559.07
"Lang, Chris",Akron,46,2. HS Grad,58.8,7243.22
"Anderson, Summer",Akron,45,4. College Grad,47.9,3803.39
"Ross, Katelyn",Kent,43,5. Advanced Degree,58.3,8374.9
"White, Frank",Fairlawn,34,2. HS Grad,35,5474.79
"Williams, Wyatt",Akron,32,4. College Grad,35.2,4617.8
"Blythe, Kenjaray",Kent,58,5. Advanced Degree,59,8005.2
"Kazmierski, Raymond",Stow,34,3. Some College,41.4,4313.97
"Cox, Christopher",Kent,24,5. Advanced Degree,44.3,3392.18
"Aguirre, Dolores",Akron,47,4. College Grad,51.9,4799.95
"Jarmon, Jazzlynn",Fairlawn,19,3. Some College,36.2,5455.69
"Lopez, Vanessa",Fairlawn,39,3. Some College,71.3,7739.9
"Medina Perea, Jose",Fairlawn,39,2. HS Grad,56.9,6237.74
"Torrez, Breeanna",Twinsburg,49,4. College Grad,71.9,6747.95
"Bridgford, Kiara",Hudson,35,5. Advanced Degree,54.4,5198.71
"Green, Ciara",Kent,43,4. College Grad,47.1,3790.58
"Selheimer, Alexandria",Kent,31,3. Some College,42,6207.05
"Gile, Stephanye",Akron,52,3. Some College,40.9,3225.19
"Dings, Steven",Akron,31,4. College Grad,67.1,8666.38
"Hall, Samantha",Hudson,37,3. Some College,48.5,6707.32
"Urquieta, Gerald",Akron,53,5. Advanced Degree,64.6,7840.35
"Espinoza, Devon",Akron,37,2. HS Grad,43.8,4449.79
"Dillard, Marissa",Fairlawn,46,2. HS Grad,45.2,3808.42
"Heffelman, Alexander",Fairlawn,36,1. < HS Grad,38.7,3455.67
"Ortivez, Andrea",Akron,52,5. Advanced Degree,54.7,4919.82
"Perez, Jonathon",Akron,25,2. HS Grad,28.5,1856.66
"Luu, Randy",Kent,31,2. HS Grad,43,3785.82
"Worley, Justin",Fairlawn,34,4. College Grad,94.2,12743.74
"Watson, Sierra",Akron,49,3. Some College,66.7,7568.21
"Rothermal, Colton",Fairlawn,19,1. < HS Grad,33.6,3561.27
"Brown, Samuel",Kent,18,3. Some College,10.2,2488.89
"Davila, Alan",Stow,40,4. College Grad,78.4,11090.28
"Milender, Natalie",Akron,39,4. College Grad,76.3,8916.55
"Pollard, Tyra",Solon,42,2. HS Grad,33.6,5188.77
"Caldwell-Kentris, Daevion",Hudson,43,2. HS Grad,34.6,4571.11
"Chism, Unikka",Akron,50,3. Some College,74.4,6848.55
"Taylor, Maurice",Akron,56,3. Some College,48.6,6085.24
"Haqq Anderson, Darius",Stow,61,2. HS Grad,88.1,11918.47
"Phouthavong, Soo Ho",Akron,41,2. HS Grad,49.7,6820.19
"Hutchin, Neila",Fairlawn,60,2. HS Grad,69.1,7569.27
"Donaldson, Lakota",Fairlawn,25,4. College Grad,44.6,5981.77
"Coffey, Jordan",Fairlawn,25,3. Some College,53.1,6903.47
"Brison, Mishael",Twinsburg,39,4. College Grad,51.6,5429.05
"Gilbert, Brandon",Fairlawn,46,3. Some College,67.3,7280.65
"Salazar Toscano, Jeffrey",Akron,50,3. Some College,57.1,7059.96
"Tivis, Charles",Kent,37,2. HS Grad,53.8,5279.85
"Hillstrom, Andrew",Fairlawn,38,4. College Grad,76.3,7680.98
"Orucuta-Quintos, Shauni",Solon,34,3. Some College,57.7,6306.57
"Roybal, Nicholas",Akron,42,5. Advanced Degree,180.6,26196.83
"Gaulden, Shawn",Kent,51,4. College Grad,39.7,3330.19
"Nava, Blake",Akron,43,4. College Grad,36.1,5243.34
"Trujillo, Gerardo",Akron,35,5. Advanced Degree,47.1,4583.11
"Jenkins, Kincaid",Twinsburg,28,2. HS Grad,45.2,5109.78
"Florez, Crystal",Hudson,32,2. HS Grad,58.7,5165.33
"Welsh, Ethan",Stow,40,3. Some College,49.7,6132.75
"Rice, Jessie",Kent,23,2. HS Grad,57.8,6650.47
"Nguyen, Shara",Kent,43,4. College Grad,53.5,7292.08
"Griego, Benjamin",Akron,59,3. Some College,32.6,2662.68
"Burrs, Delaney",Hudson,30,2. HS Grad,62.2,8764.09
"Zambrano Madrigal, Amanda",Akron,36,2. HS Grad,38.9,3444.05
"Sky, Nikoma",Fairlawn,37,3. Some College,52.5,5208.46
"Santos, Anne",Fairlawn,20,2. HS Grad,34.3,2988.59
"Two Crow, Derrick",Fairlawn,50,2. HS Grad,76.2,10235.8
"Drobney, Alliee",Akron,32,4. College Grad,49,6772.64
"Williams, Tasia",Akron,56,5. Advanced Degree,70.3,6445.84
"Gonzalez, Joaquin",Twinsburg,24,4. College Grad,14.9,3275.35
"Lee, Joon",Fairlawn,33,2. HS Grad,28.5,3944.46
"Stutz, Casey",Stow,44,3. Some College,43.5,5694.05
"Oh, Benjamin",Fairlawn,34,3. Some College,52.5,4878.76
"Torres, Mason",Hudson,49,5. Advanced Degree,89.5,11595.48
"Chhor, Karandeep",Fairlawn,43,4. College Grad,63,6799.27
"Pershall, Paige",Kent,36,3. Some College,54.1,6982.17
"Mariman, Charlie",Solon,44,2. HS Grad,16.2,2841.41
"Pollard, Randall",Hudson,73,2. HS Grad,70.9,6454.1
"Redalen, Rachel",Fairlawn,62,3. Some College,62.5,5946.32
"Garcia, Samuel",Fairlawn,45,5. Advanced Degree,92.8,9438.57
"Bruno, Heather",Solon,64,2. HS Grad,55.8,8107.53
"Valadez, Johnpaul",Akron,47,4. College Grad,41.8,3379.87
"Smith, Twanna",Twinsburg,36,5. Advanced Degree,183.3,23295.28
"Foster, Adela",Hudson,40,2. HS Grad,67.4,8093.94
"Smith, Jalexis",Fairlawn,55,2. HS Grad,61,8091.75
"Wells, Harrison",Fairlawn,40,1. < HS Grad,66.3,8588.84
"Hughes, Essence",Hudson,47,2. HS Grad,49.4,4302.15
"Acosta, Arturo",Fairlawn,50,2. HS Grad,57.8,6851.61
"Norris, Ciara",Fairlawn,52,3. Some College,112.1,13581.24
"Hummel, Justin",Stow,43,4. College Grad,50.6,5309.56
"Watson, Maria",Kent,21,2. HS Grad,51.3,4131.69
"Mark, Jordon",Fairlawn,39,3. Some College,124.3,14165.42
"Ross, Aaron",Hudson,32,2. HS Grad,38.6,4793.86
"Ortiz, Austyn",Akron,50,4. College Grad,51.4,6558.05
"Sharr, Lauren",Akron,52,4. College Grad,77.8,10776.89
"Lua, Kenfield",Solon,58,3. Some College,56.8,5337.26
"Chakravarty, Grace",Akron,51,2. HS Grad,27.5,4505.07
"Bess, Devan",Akron,51,5. Advanced Degree,56.1,7637.22
"Simon, Alexandria",Solon,25,2. HS Grad,34.6,3422.54
"Fair, Sean",Kent,30,3. Some College,62.5,6252.57
"Duran, Jese",Hudson,33,5. Advanced Degree,73.5,10067.38
"Rains, Jacob",Akron,61,2. HS Grad,25.1,3259.11
"Reyna, Timothy",Akron,74,3. Some College,57.5,4918.36
"Wilson, Noelle",Twinsburg,36,4. College Grad,84.8,9710.4
"Naylor, Ryan",Kent,40,4. College Grad,106.6,14485.72
"Johnson, Noni",Akron,43,3. Some College,115.7,15603.77
"Beal, Jalynn",Fairlawn,50,3. Some College,48.8,4796.33
"Stonestreet, Savannah",Fairlawn,57,1. < HS Grad,66.1,6108.13
"Ho, Smriti",Fairlawn,32,5. Advanced Degree,75.1,8417.95
"Bussey, Stefan",Akron,46,4. College Grad,96.7,11955.23
"Watkins, Matthew",Fairlawn,48,4. College Grad,87.2,8518.51
"Ferreira, Alejandra",Kent,41,4. College Grad,43.2,3313.55
"Macias, Coleton",Kent,54,4. College Grad,80.1,8416.98
"Melendez Jr, Diana",Kent,44,3. Some College,98,11633.07
"Selvidge, Shelby",Akron,45,2. HS Grad,39,3756.16
"Wilson, Tamara",Solon,44,2. HS Grad,63.5,5646.03
"Davis, Kanesha",Akron,40,4. College Grad,121.8,16418.47
"Ramos, Ashley",Twinsburg,44,1. < HS Grad,50.6,5374.54
"Purdham, Steven",Akron,52,4. College Grad,78.4,9893.87
"Tisby, Torre",Solon,52,2. HS Grad,31.8,3955.74
"De La Rosa, Damytryace",Fairlawn,27,5. Advanced Degree,81.3,11602.8
"Glover, Sarah",Fairlawn,62,4. College Grad,26.7,2444.36
"Patterson, Heather",Twinsburg,58,1. < HS Grad,57.8,7092.24
"Jarrell, K'Lyn",Solon,28,2. HS Grad,43.1,6646.91
"Moreno, Isaiah",Stow,58,3. Some College,85.7,11751.48
"Sanchez, Tiercel",Akron,35,4. College Grad,46.1,4940.71
"Vue, Aamien",Twinsburg,29,3. Some College,57.7,6363.31
"Kim, Rebecca",Kent,42,5. Advanced Degree,108.3,15509.29
"Hinze, Kylan",Fairlawn,22,3. Some College,34.9,4538.89
"Campos-Rocha, Richard",Fairlawn,57,2. HS Grad,31.3,3304.59
"Coshnitzke, Miranda",Twinsburg,45,3. Some College,45.6,5165.17
"Adhikari, Duke",Akron,71,2. HS Grad,39.2,4054.92
"Guardado, Morgan",Fairlawn,26,1. < HS Grad,32.3,3135.86
"Lor, Paulo",Akron,34,2. HS Grad,22,3397.22
"Silva, Hailey",Akron,33,5. Advanced Degree,53.2,5694.43
"Parker, Taylor",Fairlawn,25,2. HS Grad,52.3,6314.07
"Hardy, Karin",Kent,26,2. HS Grad,27.8,1932.25
"House, Oyate",Akron,58,4. College Grad,69.8,8290.67
"Leslie, Alarie",Solon,60,4. College Grad,51.6,7435.29
"Manning, Jesus",Twinsburg,24,2. HS Grad,35.2,4910.91
"Johnson, Charmas",Akron,72,2. HS Grad,34.9,3000.83
"Levy, Kylie",Fairlawn,46,2. HS Grad,68.2,7111.55
"Peterson, Erik",Kent,30,3. Some College,49.9,6291.6
"Williams, Jamie",Fairlawn,24,3. Some College,52.8,5595.59
"Hurd, Tevin",Akron,32,4. College Grad,55.4,6385.28
"Gonzales, La Daysha",Fairlawn,63,2. HS Grad,49,6454.55
"Burl Wright, Da Juan",Kent,32,4. College Grad,55.2,7051.74
"Nogami, Kitana",Stow,19,2. HS Grad,34.5,4553.05
"Roybal, Graciela",Akron,50,5. Advanced Degree,87.6,11718.57
"Nguyen, Akiyoshi",Stow,28,2. HS Grad,75.9,10181.63
"April, Diane",Fairlawn,26,4. College Grad,84,11748.58
"Cereceres, Victoria",Fairlawn,35,4. College Grad,49.2,4353.11
"Jimmie, Kerri",Akron,38,4. College Grad,56.1,6281.14
"Serrano, Jose",Kent,46,2. HS Grad,30.1,5101.7
"Lang, Tyler",Akron,69,4. College Grad,77,9451.06
"Quintana, Delany",Fairlawn,32,3. Some College,58.4,7646.97
"Izett, Heather",Akron,58,5. Advanced Degree,49.4,6948.23
"Kennedy, Christopher",Hudson,41,2. HS Grad,93.4,11917.37
"Clift, Saydie",Fairlawn,51,2. HS Grad,88,11850.06
"Raiburn, Kimiko",Fairlawn,27,1. < HS Grad,42.3,4143.99
"Sanchez Guerrero, Bailey",Fairlawn,54,2. HS Grad,41.5,6433.69
"Wink, Joseph",Hudson,48,1. < HS Grad,49.6,5639.2
"Diamond, River",Akron,55,4. College Grad,70.8,7083.78
"Quintana, Arin",Akron,58,2. HS Grad,71.5,6947.11
"John, Navro",Akron,21,1. < HS Grad,26,2284.25
"Nguyen, Tara",Akron,37,4. College Grad,60.6,6068.71
"Holiday, Urian",Akron,51,2. HS Grad,57.5,8026.37
"Garcia, Megan",Kent,33,2. HS Grad,45.1,4826.29
"Johnson, Lailanie",Fairlawn,39,2. HS Grad,105.7,11493.02
"Jacquez, Randi",Fairlawn,30,3. Some College,41.7,4404.54
"Archuleta, Brandon",Fairlawn,52,3. Some College,65.4,7829.18
"Brutout, Benjamin",Twinsburg,34,4. College Grad,181.8,25562.84
"Green, Cierra",Akron,37,3. Some College,27,2028.71
"Slovonsky, Kevin",Hudson,43,2. HS Grad,38.9,2996
"Tran, Gwen",Twinsburg,37,4. College Grad,62.7,6382.92
"Bonner, Patrick",Fairlawn,26,2. HS Grad,10.7,1054.25
"Clark, Emily",Fairlawn,61,2. HS Grad,40.8,3855.22
"Noble, Logan",Fairlawn,28,5. Advanced Degree,66.1,7350.75
"Appelmann, Victoria",Twinsburg,47,1. < HS Grad,20.9,1756.47
"Brown, Brianna",Akron,28,2. HS Grad,46.9,5366.27
"Nguyen, Morgen",Fairlawn,40,1. < HS Grad,65.7,9130.98
"Moore, Dustyn",Fairlawn,57,5. Advanced Degree,68.6,7761.2
"Orozco, Jessica",Fairlawn,43,5. Advanced Degree,70.3,9330.72
